class,latitude,longitude,Location,Guidance Value(Rs. per square meter)
3,12.98585511,77.60427344,MG Road,72400
3,12.98615103,77.60178916,MG Road,67020
3,12.98668196,77.60290019,MG Road,68350
3,12.99490505,77.6206743,MG Road,52000
3,12.99517605,77.62067715,MG Road,72400
3,12.99544146,77.62123269,MG Road,72400
3,12.99489947,77.621227,MG Road,50000
3,12.99489389,77.6217797,MG Road,72400
3,12.99543588,77.6217854,MG Road,59000
3,12.9951621,77.6220589,MG Road,80000
3,12.9948911,77.62205605,MG Road,55900
3,12.99488831,77.6223324,Indiranagar,68350
3,12.99515652,77.6226116,Indiranagar,72010
3,12.99515652,77.6226116,Indiranagar,70000
3,12.99488552,77.62260875,Indiranagar,52000
3,12.96819304,77.6087875,MG Road,78900
3,12.96900327,77.6090723,MG Road,79300
1,13.01155841,77.60868764,Hebbal,43400
1,13.01155563,77.60896401,Hebbal,30000
1,13.01128463,77.60896118,Hebbal,30000
1,13.01128741,77.60868481,Hebbal,48900
1,13.01101919,77.6084056,Hebbal,44300
1,13.01156397,77.6081349,Hebbal,49730
1,13.01102475,77.60785286,Hebbal,48900
1,13.01075097,77.60812639,Hebbal,15400
1,13.01074819,77.60840276,Hebbal,46800
1,13.01074541,77.60867914,Hebbal,49500
1,13.01074263,77.60895551,Hebbal,30000
1,13.01073985,77.60923188,Hebbal,48900
1,13.01101085,77.60923471,Hebbal,35000
1,13.01101363,77.60895834,Hebbal,48820
1,13.01101641,77.60868197,Hebbal,49500
1,13.01075375,77.60785002,Hebbal,46800
1,13.01102753,77.60757649,Hebbal,35000
1,13.01103031,77.60730011,Hebbal,43400
1,13.01130131,77.60730295,Hebbal,43400
1,13.0115723,77.60730578,Hebbal,30000
1,13.01156119,77.60841127,Hebbal,48900
1,13.01210041,77.60869331,Hebbal,36500
1,13.01210319,77.60841694,Hebbal,44300
1,13.01237418,77.60841977,Hebbal,36500
1,13.01237696,77.6081434,Hebbal,48820
1,13.01183497,77.60813773,Hebbal,46800
1,13.01236862,77.60897252,Hebbal,48820
1,13.01236862,77.60897252,Hebbal,15400
1,13.01263406,77.6095281,Hebbal,44300
1,13.01236306,77.60952526,Hebbal,46800
1,13.01236584,77.60924889,Hebbal,44300
1,13.01236028,77.60980164,Hebbal,48900
1,13.01263128,77.60980447,Hebbal,48820
1,13.01290506,77.60953094,Hebbal,49500
1,13.01290784,77.60925456,Hebbal,48820
1,13.01317884,77.6092574,Hebbal,36500
1,13.01317606,77.60953377,Hebbal,35000
1,12.95970318,77.59046025,MG Road,48900
1,12.95997418,77.59046305,MG Road,44300
1,12.95970318,77.59046025,MG Road,49500
1,12.95970043,77.59073657,MG Road,35000
1,12.95942668,77.59101008,MG Road,49500
1,12.95969493,77.5912892,MG Road,15400
1,12.95942118,77.59156272,MG Road,49500
1,12.95969493,77.5912892,MG Road,36500
1,12.95996868,77.59101569,MG Road,49730
1,12.96024244,77.59074217,MG Road,36500
1,12.96024519,77.59046586,MG Road,36500
1,13.01941491,77.55459257,Malleshwaram,30000
1,13.01968319,77.55487174,Malleshwaram,38100
1,13.01941491,77.55459257,Malleshwaram,38100
1,13.01914662,77.5543134,Malleshwaram,48900
1,13.01914662,77.5543134,Malleshwaram,49730
1,13.01887289,77.55458702,Malleshwaram,48820
1,13.01887289,77.55458702,Malleshwaram,30000
1,13.01887561,77.55431063,Malleshwaram,30000
1,13.01860188,77.55458424,Malleshwaram,30000
1,13.01833087,77.55458146,Malleshwaram,38100
1,13.01778612,77.5548523,Malleshwaram,30000
1,12.99379546,77.56897891,Malleshwaram,15400
1,12.99379273,77.56925528,Malleshwaram,36500
1,12.99352172,77.56925249,Malleshwaram,48900
1,12.99352446,77.56897613,Malleshwaram,49500
1,13.03085179,77.5491812,Malleshwaram,30000
1,13.03085451,77.5489048,Malleshwaram,48900
1,13.03085451,77.5489048,Malleshwaram,35000
1,13.03031249,77.54889925,Malleshwaram,49500
1,13.03030976,77.54917565,Malleshwaram,49500
1,13.03058078,77.54917843,Malleshwaram,15400
1,13.03057806,77.54945483,Malleshwaram,43400
1,13.03003875,77.54917288,Malleshwaram,48900
1,13.02976502,77.54944651,Malleshwaram,36500
1,13.02976502,77.54944651,Malleshwaram,48820
1,13.0297623,77.54972291,Malleshwaram,48900
1,13.03030432,77.54972846,Malleshwaram,44300
1,13.03030704,77.54945206,Malleshwaram,46800
1,13.03030432,77.54972846,Malleshwaram,38100
1,13.03030704,77.54945206,Malleshwaram,43400
1,13.03112008,77.54946038,Malleshwaram,36500
1,13.03112008,77.54946038,Malleshwaram,48900
1,13.0311228,77.54918398,Malleshwaram,49500
1,13.03139653,77.54891034,Malleshwaram,48900
1,13.03139925,77.54863394,Malleshwaram,46800
1,13.03112824,77.54863116,Malleshwaram,44300
1,13.00215113,77.60085032,MG Road,36500
1,13.00269036,77.60113233,MG Road,49730
1,13.00214836,77.60112668,MG Road,46800
1,13.00214836,77.60112668,MG Road,49500
1,13.00188012,77.60084749,MG Road,48900
1,13.00214559,77.60140304,MG Road,30000
1,13.00241659,77.60140587,MG Road,44300
1,13.00214281,77.6016794,MG Road,49730
1,13.00268482,77.60168506,MG Road,15400
1,13.00295582,77.60168788,MG Road,30000
1,13.00295859,77.60141152,MG Road,46800
1,13.00322959,77.60141434,MG Road,48900
1,13.00322959,77.60141434,MG Road,43400
1,13.00350336,77.6011408,MG Road,35000
1,13.00296136,77.60113515,MG Road,49500
1,13.00295304,77.60196424,MG Road,38100
1,13.00268204,77.60196142,MG Road,49500
1,13.0026765,77.60251414,MG Road,35000
1,13.00295027,77.60224061,MG Road,46800
1,13.01209484,77.60924605,Hebbal,43400
1,13.01155285,77.60924038,Hebbal,38100
1,13.01182107,77.60951959,Hebbal,35000
1,13.01154729,77.60979313,Hebbal,44300
1,13.0120865,77.61007517,Hebbal,43400
1,13.01182663,77.60896685,Hebbal,48900
1,13.01020342,77.60867347,Hebbal,48820
1,13.01048275,77.60784719,Hebbal,43400
1,13.01048831,77.60729445,Hebbal,15400
1,13.01128185,77.60923755,Hebbal,49500
1,13.01209206,77.60952243,Hebbal,15400
1,13.0129134,77.60870182,Hebbal,48900
1,13.01263684,77.60925173,Hebbal,15400
1,13.01318718,77.60842828,Hebbal,36500
1,13.01155285,77.60924038,Hebbal,46800
1,13.0129134,77.60870182,Hebbal,48820
1,13.01183219,77.6084141,Hebbal,46800
1,13.01047997,77.60812356,Hebbal,35000
1,13.01075653,77.60757365,Hebbal,48820
1,13.01156953,77.60758215,Hebbal,46800
1,13.01127907,77.60951392,Hebbal,38100
1,13.01155007,77.60951675,Hebbal,48900
1,13.01128185,77.60923755,Hebbal,35000
1,13.01128185,77.60923755,Hebbal,46800
1,13.01047163,77.60895267,Hebbal,35000
1,13.01047719,77.60839993,Hebbal,48900
1,13.01048553,77.60757082,Hebbal,48900
1,13.01046885,77.60922904,Hebbal,49500
1,13.00269036,77.60113233,MG Road,44300
1,13.01127351,77.61006666,Hebbal,35000
1,13.01100251,77.61006382,Hebbal,48900
1,13.01045773,77.61033452,Hebbal,48820
1,13.01073429,77.60978462,Hebbal,44300
